"Order","YourName","Organization","SiteID","WaterbodyName","State","SiteLocation","SampleYear","SampleMonth","SampleDay","NameOfSamplers","WeatherConditions","SampleLocation","SampleMethod","Depth","Latitude","Longitude","SampleHour","SampleMinutes","Filtered","Frozen","Parameter","Value","Units","Rep","Fluorometer","AnalysisYear","AnalysisMonth","AnalysisDay","AnalysisHour","AnalysisMinutes","GPSType","Photos","Flag","Comments"
31,"Angela Shambaugh","VTDEC",NA,NA,"VT",NA,2014,6,23,NA,NA,"Blank","blank (2)","",NA,NA,NA,NA,FALSE,FALSE,"Chlorophyll",0,"µg/l",1,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
32,"Angela Shambaugh","VTDEC",NA,NA,"VT",NA,2014,6,23,NA,NA,"Blank","blank (2)","",NA,NA,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
33,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,FALSE,"Chlorophyll",1.61,"µg/l",1,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
34,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,FALSE,"Chlorophyll",1.52,"µg/l",2,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
35,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,FALSE,"Chlorophyll",1.58,"µg/l",3,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
36,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
37,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,FALSE,"Phycocyanin",0.55,"µg/l",2,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
38,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,FALSE,"Phycocyanin",1.5,"µg/l",3,"Beagle",2014,6,23,NA,NA,NA,FALSE,FALSE,""
39,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,TRUE,"Chlorophyll",0.92,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
40,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,TRUE,"Chlorophyll",1.26,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
41,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,TRUE,"Chlorophyll",1.02,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
42,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,TRUE,"Phycocyanin",2.5,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
43,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,TRUE,"Phycocyanin",3.5,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
44,"Angela Shambaugh","VTDEC","Rt 78 Access, VT",NA,"VT",NA,2014,6,23,NA,NA,"SS1","Integrated","1",44.96796667,-73.22111667,NA,NA,FALSE,TRUE,"Phycocyanin",4.5,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
45,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,FALSE,"Chlorophyll",0.68,"µg/l",1,"Beagle",2014,6,26,NA,NA,NA,FALSE,FALSE,""
46,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,FALSE,"Chlorophyll",1.28,"µg/l",2,"Beagle",2014,6,26,NA,NA,NA,FALSE,FALSE,""
47,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,FALSE,"Chlorophyll",0.71,"µg/l",3,"Beagle",2014,6,26,NA,NA,NA,FALSE,FALSE,""
48,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,6,26,NA,NA,NA,FALSE,FALSE,""
49,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,FALSE,"Phycocyanin",1.5,"µg/l",2,"Beagle",2014,6,26,NA,NA,NA,FALSE,FALSE,""
50,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,FALSE,"Phycocyanin",2.5,"µg/l",3,"Beagle",2014,6,26,NA,NA,NA,FALSE,FALSE,""
51,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,TRUE,"Chlorophyll",0.58,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
52,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,TRUE,"Chlorophyll",0.56,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
53,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,TRUE,"Chlorophyll",0.49,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
54,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,TRUE,"Phycocyanin",3,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
55,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,TRUE,"Phycocyanin",6,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
56,"Angela Shambaugh","VTDEC","7",NA,"VT",NA,2014,6,26,NA,NA,"WL1","Integrated","3",44.126,-73.41283333,NA,NA,FALSE,TRUE,"Phycocyanin",4,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
57,"Angela Shambaugh","VTDEC","34",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.70816667,-73.22683333,NA,NA,FALSE,FALSE,"Chlorophyll",2.2,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
58,"Angela Shambaugh","VTDEC","34",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.70816667,-73.22683333,NA,NA,FALSE,FALSE,"Chlorophyll",1.26,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
59,"Angela Shambaugh","VTDEC","34",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.70816667,-73.22683333,NA,NA,FALSE,FALSE,"Chlorophyll",0.74,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
60,"Angela Shambaugh","VTDEC","34",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.70816667,-73.22683333,NA,NA,FALSE,FALSE,"Phycocyanin",0.55,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
61,"Angela Shambaugh","VTDEC","34",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.70816667,-73.22683333,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
62,"Angela Shambaugh","VTDEC","34",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.70816667,-73.22683333,NA,NA,FALSE,FALSE,"Phycocyanin",2.5,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
63,"Angela Shambaugh","VTDEC","40",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.78533333,-73.16216667,NA,NA,FALSE,FALSE,"Chlorophyll",0.95,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
64,"Angela Shambaugh","VTDEC","40",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.78533333,-73.16216667,NA,NA,FALSE,FALSE,"Chlorophyll",0.92,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
65,"Angela Shambaugh","VTDEC","40",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.78533333,-73.16216667,NA,NA,FALSE,FALSE,"Chlorophyll",1.23,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
66,"Angela Shambaugh","VTDEC","40",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.78533333,-73.16216667,NA,NA,FALSE,FALSE,"Phycocyanin",2.5,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
67,"Angela Shambaugh","VTDEC","40",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.78533333,-73.16216667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",2,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
68,"Angela Shambaugh","VTDEC","40",NA,"VT",NA,2014,6,27,NA,NA,"WL1","Integrated","3",44.78533333,-73.16216667,NA,NA,FALSE,FALSE,"Phycocyanin",0.55,"µg/l",3,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
69,"Angela Shambaugh","VTDEC",NA,NA,"VT",NA,2014,6,27,NA,NA,"Blank","blank (2)","",NA,NA,NA,NA,FALSE,FALSE,"Chlorophyll",0,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
70,"Angela Shambaugh","VTDEC",NA,NA,"VT",NA,2014,6,27,NA,NA,"Blank","blank (2)","",NA,NA,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,6,27,NA,NA,NA,FALSE,FALSE,""
71,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,FALSE,"Chlorophyll",0.62,"µg/l",1,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
72,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,FALSE,"Chlorophyll",0.5,"µg/l",2,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
73,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,FALSE,"Chlorophyll",0.85,"µg/l",3,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
74,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
75,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",2,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
76,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",3,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
77,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,TRUE,"Chlorophyll",0.43,"µg/l",1,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
78,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,TRUE,"Chlorophyll",0.44,"µg/l",2,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
79,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,TRUE,"Chlorophyll",0.76,"µg/l",3,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
80,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,TRUE,"Phycocyanin",0.55,"µg/l",1,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
81,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,TRUE,"Phycocyanin",0.1,"µg/l",2,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
82,"Angela Shambaugh","VTDEC","25",NA,"VT",NA,2014,7,1,NA,NA,"WL1","Integrated","3",44.582,-73.28116667,NA,NA,FALSE,TRUE,"Phycocyanin",0.55,"µg/l",3,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
83,"Angela Shambaugh","VTDEC",NA,NA,"VT",NA,2014,7,1,NA,NA,"Blank","blank","",NA,NA,NA,NA,FALSE,FALSE,"Chlorophyll",0,"µg/l",1,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
84,"Angela Shambaugh","VTDEC",NA,NA,"VT",NA,2014,7,1,NA,NA,"Blank","blank","",NA,NA,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,7,1,NA,NA,NA,FALSE,FALSE,""
85,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,TRUE,FALSE,"Chlorophyll",0.34,"µg/l",1,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
86,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,TRUE,FALSE,"Chlorophyll",0.34,"µg/l",2,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
87,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,TRUE,FALSE,"Chlorophyll",0.34,"µg/l",3,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
88,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,TRUE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
89,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,TRUE,FALSE,"Phycocyanin",0.1,"µg/l",2,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
90,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,TRUE,FALSE,"Phycocyanin",0.1,"µg/l",3,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
91,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,FALSE,"Chlorophyll",0.92,"µg/l",1,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
92,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,FALSE,"Chlorophyll",0.79,"µg/l",2,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
93,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,FALSE,"Chlorophyll",0.62,"µg/l",3,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
94,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",1,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
95,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",2,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
96,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,FALSE,"Phycocyanin",0.1,"µg/l",3,"Beagle",2014,7,3,NA,NA,NA,FALSE,FALSE,""
97,"Angela Shambaugh","VTDEC","33",NA,"VT",NA,2014,7,3,NA,NA,"WL1","Integrated","3",44.70116667,-73.41816667,NA,NA,FALSE,TRUE,"Chlorophyll",0.62,"µg/l",1,"Beagle",2014,7,9,NA,NA,NA,FALSE,FALSE,""
