YourName,Organization,SiteID,WaterbodyName,State,SiteLocation,SampleDate,NameOfSamplers,WeatherConditions,TypeOfSample,Depth,Latitude,Longitude,SampleTime,Filtered?,Frozen?,Parameter,Value,AnalysisDate,AnalysisTime,Fluorometer,GPSType,Photos?,Flag?,Comments,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,07/17/14,Holly Foley,"Sunny-Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.458,-71.515,12:15,No,No,Phycocyanin,3.5,18-Jul,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,07/17/14,Holly Foley,"Sunny-Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.458,-71.515,12:15,No,Yes,Phycocyanin,0.1,18-Jul,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,07/17/14,Holly Foley,"Sunny-Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.458,-71.515,12:15,Yes,No,Phycocyanin,0.1,18-Jul,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,07/17/14,Holly Foley,"Sunny-Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.458,-71.515,12:15,No,No,Chlorophyll,3.47,18-Jul,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,07/17/14,Holly Foley,"Sunny-Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.458,-71.515,12:15,No,Yes,Chlorophyll,3.44,18-Jul,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,07/17/14,Holly Foley,"Sunny-Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.458,-71.515,12:15,Yes,No,Chlorophyll,3.25,18-Jul,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/03/14,Holly Foley,"Overcast, Calm wind, Cool temp",SS-1,1,41.458,-71.515,12:00,No,Yes,Phycocyanin,1.5,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/03/14,Holly Foley,"Overcast, Calm wind, Cool temp",SS-1,1,41.458,-71.515,12:00,Yes,Yes,Phycocyanin,1,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/03/14,Holly Foley,"Overcast, Calm wind, Cool temp",SS-1,1,41.458,-71.515,12:00,No,Yes,Chlorophyll,2.31,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/03/14,Holly Foley,"Overcast, Calm wind, Cool temp",SS-1,1,41.458,-71.515,12:00,Yes,Yes,Chlorophyll,1.86,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,No,No,Phycocyanin,0.55,15-Aug,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,No,Yes,Phycocyanin,0.1,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,Yes,No,Phycocyanin,0.1,15-Aug,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,Yes,Yes,Phycocyanin,0.1,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,No,No,Chlorophyll,4.33,15-Aug,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,No,Yes,Chlorophyll,2.58,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,Yes,No,Chlorophyll,2.06,15-Aug,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,08/15/14,Holly Foley,"Snny, Gusty wind, Cool temp",SS-1,1,41.458,-71.515,11:15,Yes,Yes,Chlorophyll,2.08,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,No,No,Phycocyanin,0.1,19-Sep,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,No,Yes,Phycocyanin,0.1,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,Yes,No,Phycocyanin,1,19-Sep,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,Yes,Yes,Phycocyanin,0.1,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,No,No,Chlorophyll,1.91,19-Sep,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,No,Yes,Chlorophyll,1.44,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,Yes,No,Chlorophyll,1.19,19-Sep,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW209,Asa Pond,RI,,09/19/14,Holly Foley,"Sunny, Gusty wind, Cool Temp",SS-1,1,41.458,-71.515,11:30,Yes,Yes,Chlorophyll,1.44,9-Nov,,Beagle,Google Earth - URIWW,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/13/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,No,Yes,Phycocyanin,0.55,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/13/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,Yes,Yes,Phycocyanin,0.10,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/13/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,No,Yes,Chlorophyll,1.39,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/13/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,Yes,Yes,Chlorophyll,0.62,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,No,No,Phycocyanin,7,18-Jul,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,Yes,No,Phycocyanin,0.1,18-Jul,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,No,No,Chlorophyll,1.51,18-Jul,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,Yes,No,Chlorophyll,0.25,18-Jul,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,No,Yes,Phycocyanin,0.10,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,Yes,Yes,Phycocyanin,0.10,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,No,Yes,Chlorophyll,1.02,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,07/18/14,Russ Chateaunuf,"Sunny, Gusty, Hot& Dry",SS-1,1,41.7753,-71.445,11:30,Yes,Yes,Chlorophyll,0.40,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/03/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7747,-71.4456,15:45,No,Yes,Phycocyanin,13.48,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/03/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7747,-71.4456,15:45,Yes,Yes,Phycocyanin,1.50,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/03/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7747,-71.4456,15:45,No,Yes,Chlorophyll,0.97,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/03/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7747,-71.4456,15:45,Yes,Yes,Chlorophyll,0.52,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/30/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7753,-71.445,17:00,No,Yes,Phycocyanin,13.48,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/30/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7753,-71.445,17:00,Yes,Yes,Phycocyanin,1.50,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/30/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7753,-71.445,17:00,No,Yes,Chlorophyll,0.97,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,08/30/14,Russ Chateaunuf,"Partly Cloudy, Calm wind, Hot & Humid",SS-1,1,41.7753,-71.445,17:00,Yes,Yes,Chlorophyll,0.52,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/15/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:00,No,Yes,Phycocyanin,4.50,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/15/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:00,Yes,Yes,Phycocyanin,0.10,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/15/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:00,No,Yes,Chlorophyll,1.22,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/15/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:00,Yes,Yes,Chlorophyll,0.32,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/28/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:30,No,Yes,Phycocyanin,7.00,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/28/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:30,Yes,Yes,Phycocyanin,0.10,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/28/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:30,No,Yes,Chlorophyll,0.70,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,09/28/14,Russ Chateaunuf,"Sunny, Calm wind, Cool temp",SS-1,1,41.7753,-71.445,15:30,Yes,Yes,Chlorophyll,0.50,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,10/17/14,Russ Chateaunuf,"Sunny, Gentle Breeze, Hot & Humid",SS-1,1,41.7753,-71.445,9:30,No,Yes,Phycocyanin,10.00,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,10/17/14,Russ Chateaunuf,"Sunny, Gentle Breeze, Hot & Humid",SS-1,1,41.7753,-71.445,9:30,Yes,Yes,Phycocyanin,8.00,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,10/17/14,Russ Chateaunuf,"Sunny, Gentle Breeze, Hot & Humid",SS-1,1,41.7753,-71.445,9:30,No,Yes,Chlorophyll,1.89,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW05,Blackmore Pond,RI,,10/17/14,Russ Chateaunuf,"Sunny, Gentle Breeze, Hot & Humid",SS-1,1,41.7753,-71.445,9:30,Yes,Yes,Chlorophyll,0.60,9-Nov,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/06/14,Gary Palmer,"Sunny, Gentle Breeze, Hot & Dry",SS-1,1,41.3822,-71.7995,13:17,No,Yes,Phycocyanin,0.10,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/06/14,Gary Palmer,"Sunny, Gentle Breeze, Hot & Dry",SS-1,1,41.3822,-71.7995,13:17,Yes,Yes,Phycocyanin,0.10,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/06/14,Gary Palmer,"Sunny, Gentle Breeze, Hot & Dry",SS-1,1,41.3822,-71.7995,13:17,No,Yes,Chlorophyll,2.97,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/06/14,Gary Palmer,"Sunny, Gentle Breeze, Hot & Dry",SS-1,1,41.3822,-71.7995,13:17,Yes,Yes,Chlorophyll,2.82,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/19/14,Gary Palmer,"Overcast, Gentle Breeze, Hot &Dry",SS-1,1,41.3822,-71.7995,13:30,No,No,Phycocyanin,0.55,19-Jul,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/19/14,Gary Palmer,"Overcast, Gentle Breeze, Hot &Dry",SS-1,1,41.3822,-71.7995,13:30,No,No,Chlorophyll,2.35,19-Jul,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/19/14,Gary Palmer,"Overcast, Gentle Breeze, Hot &Dry",SS-1,1,41.3822,-71.7995,13:30,No,Yes,Phycocyanin,1.00,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,07/19/14,Gary Palmer,"Overcast, Gentle Breeze, Hot &Dry",SS-1,1,41.3822,-71.7995,13:30,No,Yes,Chlorophyll,2.82,12-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,08/16/14,Gary Palmer,"Sunny, Gentle Breeze, Hot & Dry",SS-1,1,41.3818,-71.7998,12:59,No,No,Phycocyanin,0.1,16-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
Vuarnelle Urena,URI Watershed Watch,WW200,Chapman Pond,RI,,08/16/14,Gary Palmer,"Sunny, Gentle Breeze, Hot & Dry",SS-1,1,41.3818,-71.7998,12:59,Yes,No,Phycocyanin,1,16-Aug,,Beagle,Cell phone GPS,No,,,,,,,,,,,,,,,,,,,,
